time,open,high,low,close,volume,ticker,%_change,change,latest_change
2022-03-30,71590,72290,68940,71060,1692600,MWG,-1.43,-1030.0,-1030.0 (-1.43%)
2022-03-31,70860,73070,70120,71740,1798700,MWG,0.96,680.0,680.0 (0.96%)
2022-04-01,72580,76760,72390,76760,4130400,MWG,7.0,5020.0,5020.0 (7.0%)
2022-04-04,77990,78090,76270,76270,1401900,MWG,-0.64,-490.0,-490.0 (-0.64%)
2022-04-05,75540,77060,75290,76370,1260100,MWG,0.13,100.0,100.0 (0.13%)
2022-04-06,75770,79710,75490,78140,2980900,MWG,2.32,1770.0,1770.0 (2.32%)
2022-04-07,78640,78780,75580,76270,3100900,MWG,-2.39,-1870.0,-1870.0 (-2.39%)
2022-04-08,76270,76270,73810,73810,2207100,MWG,-3.23,-2460.0,-2460.0 (-3.23%)
2022-04-12,73810,75140,71840,75140,2644500,MWG,1.8,1330.0,1330.0 (1.8%)
2022-04-13,74300,77260,74060,76860,3406000,MWG,2.29,1720.0,1720.0 (2.29%)
2022-04-14,76860,80110,76270,78490,2925900,MWG,2.12,1630.0,1630.0 (2.12%)
2022-04-15,77500,79670,77350,78820,2339800,MWG,0.42,330.0,330.0 (0.42%)
2022-04-18,79220,79710,78290,78820,2616900,MWG,0.0,0.0,0.0 (0.0%)
2022-04-19,78590,79270,76270,76760,3285000,MWG,-2.61,-2060.0,-2060.0 (-2.61%)
2022-04-20,76320,78440,75680,76760,1900700,MWG,0.0,0.0,0.0 (0.0%)
2022-04-21,75870,77500,75630,76520,2304500,MWG,-0.31,-240.0,-240.0 (-0.31%)
2022-04-22,77060,77260,71390,76660,4042700,MWG,0.18,140.0,140.0 (0.18%)
2022-04-25,75770,76420,71300,71300,3711100,MWG,-6.99,-5360.0,-5360.0 (-6.99%)
2022-04-26,69380,74250,68390,73220,2718900,MWG,2.69,1920.0,1920.0 (2.69%)
2022-04-27,71640,72580,70360,72430,1718600,MWG,-1.08,-790.0,-790.0 (-1.08%)
2022-04-28,72580,73320,71250,71350,1526100,MWG,-1.49,-1080.0,-1080.0 (-1.49%)
2022-04-29,71440,73810,71440,73420,1739800,MWG,2.9,2070.0,2070.0 (2.9%)
2022-05-04,73810,74540,73070,73560,1151100,MWG,0.19,140.0,140.0 (0.19%)
2022-05-05,74060,74060,71390,73510,1168700,MWG,-0.07,-50.0,-50.0 (-0.07%)
2022-05-06,72090,73270,71890,72140,1085500,MWG,-1.86,-1370.0,-1370.0 (-1.86%)
2022-05-09,70960,71010,67120,67120,2693800,MWG,-6.96,-5020.0,-5020.0 (-6.96%)
2022-05-10,66430,68940,65440,68940,1818500,MWG,2.71,1820.0,1820.0 (2.71%)
2022-05-11,68990,69380,67510,69380,1167000,MWG,0.64,440.0,440.0 (0.64%)
2022-05-12,68840,68840,66140,66140,1705600,MWG,-4.67,-3240.0,-3240.0 (-4.67%)
2022-05-13,66140,66480,61560,61560,2746800,MWG,-6.92,-4580.0,-4580.0 (-6.92%)
2022-05-16,65190,65190,59640,60520,1334500,MWG,-1.69,-1040.0,-1040.0 (-1.69%)
2022-05-17,61460,64760,60030,64760,1055800,MWG,7.01,4240.0,4240.0 (7.01%)
2022-05-18,64810,65790,63870,65690,805600,MWG,1.44,930.0,930.0 (1.44%)
2022-05-19,63970,65690,63620,65440,839200,MWG,-0.38,-250.0,-250.0 (-0.38%)
2022-05-20,65190,66820,64959,65940,869200,MWG,0.76,500.0,500.0 (0.76%)
2022-05-23,66430,66430,63970,64360,542100,MWG,-2.4,-1580.0,-1580.0 (-2.4%)
2022-05-24,64410,65440,63870,65440,577700,MWG,1.68,1080.0,1080.0 (1.68%)
2022-05-25,66140,69630,65940,68390,1558000,MWG,4.51,2950.0,2950.0 (4.51%)
2022-05-26,68890,69140,66920,68390,716100,MWG,0.0,0.0,0.0 (0.0%)
2022-05-27,68490,72290,68490,72190,2550700,MWG,5.56,3800.0,3800.0 (5.56%)
2022-05-30,72190,72580,70560,71440,1262200,MWG,-1.04,-750.0,-750.0 (-1.04%)
2022-05-31,71440,71440,70360,71300,739500,MWG,-0.2,-140.0,-140.0 (-0.2%)
2022-06-01,71300,72340,70860,71590,1058700,MWG,0.41,290.0,290.0 (0.41%)
2022-06-02,72090,74060,71590,72680,1806000,MWG,1.52,1090.0,1090.0 (1.52%)
2022-06-03,72680,75920,72680,75390,1668100,MWG,3.73,2710.0,2710.0 (3.73%)
2022-06-06,75770,77010,75770,76120,1887900,MWG,0.97,730.0,730.0 (0.97%)
2022-06-07,76270,76270,73790,75770,1845100,MWG,-0.46,-350.0,-350.0 (-0.46%)
2022-06-08,76420,78200,75970,75970,2076800,MWG,0.26,200.0,200.0 (0.26%)
2022-06-09,75970,76760,74930,75670,1131100,MWG,-0.39,-300.0,-300.0 (-0.39%)
2022-06-10,76270,76760,74290,74290,1940500,MWG,-1.82,-1380.0,-1380.0 (-1.82%)
2022-06-13,71810,73050,69330,69330,3229000,MWG,-6.68,-4960.0,-4960.0 (-6.68%)
2022-06-14,68590,71460,68340,71070,1606100,MWG,2.51,1740.0,1740.0 (2.51%)
2022-06-15,71810,73150,71320,73150,2560200,MWG,2.93,2080.0,2080.0 (2.93%)
2022-06-16,78250,78250,76860,78250,6038900,MWG,6.97,5100.0,5100.0 (6.97%)
2022-06-17,78250,78250,75570,76960,3500500,MWG,-1.65,-1290.0,-1290.0 (-1.65%)
2022-06-20,77260,77260,72900,73200,4483400,MWG,-4.89,-3760.0,-3760.0 (-4.89%)
2022-06-21,74290,75080,70330,72800,3368300,MWG,-0.55,-400.0,-400.0 (-0.55%)
2022-06-22,74880,74880,68540,69140,3815800,MWG,-5.03,-3660.0,-3660.0 (-5.03%)
